88.89	84.44	84.44	85.00	78.73	78.73	69.57
95.08	91.80	91.80	94.90	90.95	90.95	81.48
91.67	88.89	88.89	89.24	85.31	85.31	78.95
91.43	88.57	88.57	87.94	83.76	83.76	75.0
88.37	83.72	83.72	88.89	83.29	83.29	63.16
94.87	92.31	92.31	93.57	90.07	90.07	81.25
90.00	86.67	86.67	90.93	88.02	86.91	71.43
97.14	97.14	97.14	97.14	97.14	97.14	94.11
96.15	100.0	96.15	94.38	100.0	94.38	92.31
92.00	92.00	88.00	93.78	90.96	88.96	83.33
88.37	83.72	83.72	88.89	82.32	82.32	66.67
